ID,VendorID,FormatID,PrintTypeID,ModelTypeID,Name,ColorsCount,ColorsString,RollSupport,PartNumber,NoBorder,Added,Updated,Description,UserUpdated,FavCartrigeIDs,Barcode,ProfileID,IdentOID,IdentValue,Photo,Firmware
1,1,5,1,1,LaserJet 1300,1,Black,ЛОЖЬ,Q1334A,ЛОЖЬ,26-апр-06,31-авг-16,,,1:92,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1300,,
2,1,5,1,1,LaserJet 1320,0,,ЛОЖЬ,Q5927A,ЛОЖЬ,26-апр-06,22-сен-16,,,1:90,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1320 series,,
3,5,4,5,1,Stylus Color 1160,0,,ЛОЖЬ,C11C295091,ЛОЖЬ,26-апр-06,06-июл-11,,,1:41;5:17,,,,,,
4,5,4,5,1,Stylus Photo 1290,0,,ЛОЖЬ,C11C393156,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
5,1,5,1,1,LaserJet 1015,0,,ЛОЖЬ,Q2462A,ЛОЖЬ,26-апр-06,02-июл-11,,,1:27,,,,,,
6,3,5,1,1,LBP 810,0,,ЛОЖЬ,,ЛОЖЬ,11-мар-06,20-июн-11,,,1:25,,,,,,
7,6,5,1,1,Phaser 3400,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,09-авг-16,,,1:7,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 3400*,,
8,6,5,1,1,Phaser 3310,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,01-июл-11,,,1:9,,,,,,
9,5,5,4,1,AcuLaser C1900,0,,ЛОЖЬ,C11C485001BA,ЛОЖЬ,11-мар-06,09-авг-16,,,,,11,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-C1900,,
10,1,2,5,2,"DesignJet 500 24""",0,,ЛОЖЬ,C7769B,ЛОЖЬ,26-апр-06,09-авг-16,,,1:49;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C7769B,,A.04.02
11,1,1,5,2,"DesignJet 500 42""",0,,ЛОЖЬ,C7770B,ЛОЖЬ,26-апр-06,09-авг-16,,,1:49;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C7770B,,A.04.02
12,5,5,3,1,LQ-100,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,02-июл-11,,,1:1063,,,,,,
13,8,4,1,5,Aficio 2018,0,,ЛОЖЬ,411664,ИСТИНА,26-апр-06,20-авг-18,,,1:13;16:56;24:14,,59,1.3.6.1.2.1.25.3.2.1.3.1,RNP89CC02,,
14,8,4,4,5,Aficio 1224C,0,,ЛОЖЬ,405355,ЛОЖЬ,11-мар-06,09-авг-16,,,1:62;2:61;3:59;4:60,,45,1.3.6.1.4.1.367.3.2.1.7.2.2.3.0,RICOH Aficio 1224C,,
15,6,5,1,5,WorkCentre M15i,0,,ЛОЖЬ,M15VI_MBRU,ЛОЖЬ,26-апр-06,01-июл-11,,,1:15;16:16,,,,,,
16,5,3,5,1,Stylus Pro 4000,0,,ЛОЖЬ,С11С511001,ИСТИНА,26-апр-06,09-авг-16,,,1:35;2:30;3:31;4:33;14:36;15:37;36:32;30:34;6:29,,18,1.3.6.1.2.1.25.3.2.1.3.1,EPSON Stylus Pro 4000,,
17,5,3,5,1,Stylus Color 3000,0,,ЛОЖЬ,C11C203161,ЛОЖЬ,26-апр-06,02-июл-11,,,1:65;2:66;3:64;4:67,,,,,,
18,5,5,3,1,LX-300+,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,02-июл-11,,,1:1065,,,,,,
19,6,4,1,1,Phaser 5400N,0,,ЛОЖЬ,,ИСТИНА,11-мар-06,15-дек-16,,,1:11;28:1486,,84,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Xerox Phaser 5400 *,,
20,6,4,1,1,DocuPrint N2825,0,,ЛОЖЬ,,ИСТИНА,26-апр-06,09-авг-16,,,1:12,,79,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Xerox DocuPrint N2825 Network Laser Printer*,,2.12
21,1,2,5,2,DesignJet 130nr,0,,ЛОЖЬ,C7791D,ЛОЖЬ,26-апр-06,09-авг-16,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,37,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C7791D,,D.05.04
22,6,5,1,1,DocuPrint P8ex,0,,ЛОЖЬ,,ЛОЖЬ,11-мар-06,01-июл-11,"LPT, USB",,1:10,,,,,,
23,1,5,4,1,Color LaserJet 2600n,0,,ЛОЖЬ,Q6455A,ЛОЖЬ,11-мар-06,09-авг-16,,,1:100;2:99;3:98;4:97,,24,1.3.6.1.2.1.25.3.2.1.3.1,HP Color LaserJet 2600n,,20070716
24,1,5,1,1,LaserJet 4000,0,,ЛОЖЬ,C4118A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:88,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 4000 Series,,
25,5,4,5,1,Stylus Photo 1270,0,,ЛОЖЬ,C296101,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
26,7,5,1,5,SCX-5315F,0,,ЛОЖЬ,SCX-5315F,ЛОЖЬ,26-апр-06,01-июл-11,,,1:15;16:16,,,,,,
27,5,5,5,1,Stylus Photo 900,0,,ЛОЖЬ,C11C501043,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
28,5,5,5,1,Stylus Photo 830U,0,,ЛОЖЬ,C11C525053,ИСТИНА,26-апр-06,02-июл-11,,,1:50;5:51,,,,,,
29,5,5,5,1,Stylus Photo 830,0,,ЛОЖЬ,C11C483033,ИСТИНА,26-апр-06,02-июл-11,,,1:50;5:51,,,,,,
30,5,5,5,1,Stylus Photo 810,0,,ЛОЖЬ,C11C417033,ИСТИНА,26-апр-06,02-июл-11,,,1:50;5:51,,,,,,
31,5,5,5,1,Stylus Photo 750,0,,ЛОЖЬ,C259111,ЛОЖЬ,26-апр-06,02-июл-11,,,1:69;5:55,,,,,,
32,5,5,5,1,Stylus Photo 950,0,,ЛОЖЬ,C11C456013,ИСТИНА,26-апр-06,07-июл-11,,,1:74;2:75;3:73;4:71;14:72;15:70,,,,,,
33,5,5,5,1,Stylus Photo 935,0,,ЛОЖЬ,C11C505023,ИСТИНА,26-апр-06,02-июл-11,,,1:50;5:51,,,,,,
34,5,5,5,1,Stylus Photo 925,0,,ЛОЖЬ,C11C475043,ИСТИНА,26-апр-06,02-июл-11,,,1:50;5:51,,,,,,
35,5,5,5,1,Stylus Photo 915,0,,ЛОЖЬ,C11C498037,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
36,5,5,5,1,Stylus Photo 890,0,,ЛОЖЬ,C11C394044,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
37,5,5,5,1,Stylus Photo 790,0,,ЛОЖЬ,C384043,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
38,5,5,5,1,Stylus Photo 870,0,,ЛОЖЬ,C304037,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
39,5,5,5,1,Stylus Photo 895,0,,ЛОЖЬ,C11C408045,ИСТИНА,26-апр-06,06-июл-11,,,1:2;5:1,,,,,,
40,7,5,1,5,SCX-5115,0,,ЛОЖЬ,SCX-5115,ЛОЖЬ,26-апр-06,01-июл-11,,,1:15;16:16,,,,,,
41,6,4,4,5,DocuColor 4CP,0,,ЛОЖЬ,100S11053,ИСТИНА,26-апр-06,01-июл-11,,,1:96;2:95;3:93;4:94;20:1008,,,,,,
42,5,5,5,1,Stylus Color 760,0,,ЛОЖЬ,C298091,ЛОЖЬ,26-апр-06,06-июл-11,,,1:41;5:17,,,,,,
43,5,5,5,1,Stylus Color 860,0,,ЛОЖЬ,C303001,ЛОЖЬ,26-апр-06,06-июл-11,,,1:41;5:17,,,,,,
44,5,3,5,1,Stylus Color 1520,0,,ЛОЖЬ,C11C211061,ЛОЖЬ,26-апр-06,06-июл-11,,,1:41;5:17,,,,,,
45,1,5,1,1,LaserJet 4L,0,,ЛОЖЬ,C2003A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:23,,,,,,
46,8,4,1,5,Aficio 2018D,0,,ЛОЖЬ,411673,ИСТИНА,11-мар-06,09-авг-16,Duplex,,1:13;16:56;24:14,,59,1.3.6.1.4.1.367.3.2.1.6.1.1.7.1,RNP89CC02,,
47,8,4,1,5,Aficio 1018D,0,,ЛОЖЬ,410744,ИСТИНА,11-мар-06,20-авг-18,Duplex,,1:84;16:56;24:58,,67,1.3.6.1.2.1.25.3.2.1.3.1,8118,,
48,8,4,1,5,Aficio 1018,0,,ЛОЖЬ,410732,ИСТИНА,26-апр-06,20-авг-18,,,1:84;16:56;24:58,,67,1.3.6.1.2.1.25.3.2.1.3.1,8118,,
49,6,5,1,5,WorkCentre M15,0,,ЛОЖЬ,M15VMB,ИСТИНА,11-мар-06,01-июл-11,,,1:15;16:16,,,,,,
50,6,5,1,5,WorkCentre Pro 312,0,,ЛОЖЬ,100N02379,ЛОЖЬ,26-апр-06,01-июл-11,,,1:15;16:16,,,,,,
51,6,5,1,5,WorkCentre M20,0,,ЛОЖЬ,M20VB,ЛОЖЬ,26-апр-06,09-авг-16,,,1:22;16:21,,74,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Xerox WorkCentre M20,,3.09
52,6,5,1,5,WorkCentre M20i,0,,ЛОЖЬ,M20VI,ЛОЖЬ,26-апр-06,09-авг-16,,,1:22;16:21,,74,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Xerox WorkCentre M20i,,3.09
53,1,5,1,1,LaserJet 4P,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,01-июл-11,,,1:23,,,,,,
54,1,5,1,1,LaserJet 4ML,0,,ЛОЖЬ,C2015A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:23,,,,,,
55,1,5,1,1,LaserJet 4MP,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,01-июл-11,,,1:23,,,,,,
56,1,4,1,1,LaserJet 4V,0,,ЛОЖЬ,C3141A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:24,,43,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C3141A,,
57,1,4,1,1,LaserJet 4MV,0,,ЛОЖЬ,C3142A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:24,,43,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C3142A,,
58,1,5,1,1,LaserJet 6L,0,,ЛОЖЬ,C3990A,ЛОЖЬ,26-апр-06,21-июн-11,,,1:87,,,,,,
59,1,5,1,1,LaserJet 6P,0,,ЛОЖЬ,C3980A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:148,,,,,,
60,1,5,1,1,LaserJet 6MP,0,,ЛОЖЬ,C3982A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:148,,,,,,
61,1,5,1,1,LaserJet 1100,0,,ЛОЖЬ,C4224A,ЛОЖЬ,26-апр-06,20-июн-11,,,1:25,,,,,,
62,3,5,1,1,LBP 800,0,,ЛОЖЬ,,ЛОЖЬ,11-мар-06,20-июн-11,,,1:25,,,,,,
63,3,5,1,1,LBP 1120,0,,ЛОЖЬ,7870A003,ЛОЖЬ,11-мар-06,20-июн-11,,,1:25,,,,,,
64,1,5,1,5,LaserJet 3200,0,,ЛОЖЬ,C7052A,ЛОЖЬ,26-апр-06,20-июн-11,,,1:25,,,,,,
65,1,5,1,5,LaserJet 1100A,0,,ЛОЖЬ,C4218A,ЛОЖЬ,26-апр-06,20-июн-11,,,1:25,,,,,,
66,1,5,1,1,LaserJet 1022,0,,ЛОЖЬ,Q5912A,ЛОЖЬ,26-апр-06,02-июл-11,,,1:27,,,,,,
67,1,5,1,1,LaserJet 1012,0,,ЛОЖЬ,Q2461A,ЛОЖЬ,26-апр-06,02-июл-11,,,1:27,,,,,,
68,1,5,1,1,LaserJet 1010,0,,ЛОЖЬ,Q2460A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:27,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.2.0,hp LaserJet 1010,,
69,1,5,1,5,LaserJet 3015,0,,ЛОЖЬ,Q2669A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:27,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 3015,,
70,1,5,1,5,LaserJet 3020,0,,ЛОЖЬ,Q2665A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:27,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 3020,,
71,1,5,1,5,LaserJet 3030,0,,ЛОЖЬ,Q2666A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:27,,,,,,
72,1,5,1,1,LaserJet 1022n,0,,ЛОЖЬ,Q5913A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:27,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 1022n,,
73,1,5,1,1,LaserJet 1022NW,0,,ЛОЖЬ,Q5914A,ЛОЖЬ,26-апр-06,02-июл-11,,,1:27,,,,,,
74,1,5,1,1,LaserJet 1020,0,,ЛОЖЬ,Q5911A,ЛОЖЬ,26-апр-06,02-июл-11,,,1:27,,,,,,
75,3,5,1,1,LBP 1210,0,,ЛОЖЬ,,ЛОЖЬ,11-мар-06,20-июн-11,,,1:28,,,,,,
76,7,5,1,5,SCX-5112,0,,ЛОЖЬ,SCX-5112,ЛОЖЬ,19-дек-05,01-июл-11,,,1:15;16:16,,,,,,
77,1,5,1,1,LaserJet 2300dn,0,,ЛОЖЬ,Q2475A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:38,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q2475A,,20050114
78,1,5,1,1,LaserJet 2300dtn,0,,ЛОЖЬ,Q2476A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:38,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q2476A,,20050114
79,1,5,1,1,LaserJet 2300d,0,,ЛОЖЬ,Q2474A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:38,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q2474A,,20050114
80,1,5,1,1,LaserJet 2300L,0,,ЛОЖЬ,Q2477A,ЛОЖЬ,26-апр-06,01-июл-11,,,1:38,,,,,,
81,1,5,1,1,LaserJet 2300n,0,,ЛОЖЬ,Q2473A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:38,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q2473A,,20050114
82,1,5,1,1,LaserJet 2300,0,,ЛОЖЬ,Q2472A,ЛОЖЬ,26-апр-06,09-авг-16,,,1:38,,29,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q2472A,,20050114
83,6,4,1,5,WorkCentre Pro 315,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,01-июл-11,,,1:40;16:39,,,,,,
84,6,4,1,5,WorkCentre Pro 320,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,01-июл-11,,,1:40;16:39,,,,,,
85,5,5,5,1,Stylus Color 740,0,,ЛОЖЬ,,ЛОЖЬ,26-апр-06,06-июл-11,,,1:41;5:17,,,,,,
86,1,1,5,2,"DesignJet 450C 42""",0,,ЛОЖЬ,C4716A,ЛОЖЬ,22-дек-05,01-июл-11,,,1:110;2:109;3:107;4:108,,,,,,
87,1,5,5,5,PSC 1110,0,,ЛОЖЬ,Q1652A,ЛОЖЬ,22-дек-05,01-июл-11,,,1:188;5:190,,,,,,
88,8,4,1,4,Aficio 1113,0,,ЛОЖЬ,411462,ЛОЖЬ,19-дек-05,06-июл-11,БББ,,1:84;16:56;24:58,,,,,,
89,3,4,1,5,IR-1600,0,,ЛОЖЬ,7157A003,ЛОЖЬ,22-дек-05,20-июн-11,,,1:63;16:57,,,,,,
90,3,4,1,5,IR-2000,0,,ЛОЖЬ,7158A003,ЛОЖЬ,22-дек-05,20-июн-11,,,1:63;16:57,,,,,,
91,8,4,1,5,Aficio 1015,0,,ЛОЖЬ,410719,ИСТИНА,19-дек-05,06-июл-11,,,1:84;16:56;24:58,,,,,,
92,5,4,5,1,Stylus Photo R1800,0,,ЛОЖЬ,C11C589021,ИСТИНА,22-дек-05,06-июл-11,,,1:83;2:77;3:78;4:81;36:80;39:79;37:82;38:76,,,,,,
93,5,5,5,1,Stylus Photo R800,0,,ЛОЖЬ,C11C550021,ИСТИНА,22-дек-05,06-июл-11,,,1:83;2:77;3:78;4:81;36:80;39:79;37:82;38:76,,,,,,
94,5,5,5,1,Stylus Photo 700,0,,ЛОЖЬ,,ЛОЖЬ,01-ноя-05,02-июл-11,,,1:69,,,,,,
95,5,4,5,1,Stylus Photo 1200,0,,ЛОЖЬ,,ЛОЖЬ,01-ноя-05,02-июл-11,,,1:69;5:68,,,,,,
96,5,3,5,1,Stylus Color 1500,0,,ЛОЖЬ,,ЛОЖЬ,22-дек-05,02-июл-11,,,1:151;5:150,,,,,,
97,3,5,2,1,BJC-4300,0,,ЛОЖЬ,,ЛОЖЬ,06-дек-05,27-дек-05,,,,,,,,,
98,1,5,1,1,LaserJet 5L,0,,ЛОЖЬ,C3941A,ЛОЖЬ,22-дек-05,10-июл-11,,,1:87,,,,,,
99,1,5,1,1,LaserJet 4000N,0,,ЛОЖЬ,C4120A,ЛОЖЬ,19-дек-05,01-июл-11,,,1:88,,,,,,
100,1,5,1,1,LaserJet 4000T,0,,ЛОЖЬ,C4119A,ЛОЖЬ,19-дек-05,01-июл-11,,,1:88,,,,,,
101,1,5,1,1,LaserJet 4000TN,0,,ЛОЖЬ,C4121A,ЛОЖЬ,19-дек-05,01-июл-11,,,1:88,,,,,,
102,1,5,1,1,LaserJet 1160,0,,ЛОЖЬ,Q5933A,ЛОЖЬ,15-дек-05,28-авг-16,,,1:91,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1160 series,,
103,1,5,1,1,LaserJet 1200,0,,ЛОЖЬ,C7044A,ЛОЖЬ,22-ноя-05,28-авг-16,,,1:85,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 1200,,
104,1,5,1,1,LaserJet 1200N,0,,ЛОЖЬ,C7048A,ЛОЖЬ,22-ноя-05,28-авг-16,,,1:85,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 1200,,
105,1,5,1,1,LaserJet 1300n,0,,ЛОЖЬ,Q1335A,ЛОЖЬ,26-апр-06,31-авг-16,,,1:92,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1300n,,
106,1,5,1,1,LaserJet 1320n,0,,ЛОЖЬ,Q5928A,ЛОЖЬ,15-дек-05,09-авг-16,,,1:90,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1320 series,,20041024
107,1,5,1,1,LaserJet 1320NW,0,,ЛОЖЬ,Q5929A,ЛОЖЬ,15-дек-05,22-сен-16,,,1:90,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1320 series,,
108,1,5,1,1,LaserJet 1320TN,0,,ЛОЖЬ,Q5930A,ЛОЖЬ,15-дек-05,22-сен-16,,,1:90,,29,1.3.6.1.2.1.25.3.2.1.3.1,hp LaserJet 1320 series,,
109,1,2,5,2,"DesignJet 450C 24""",0,,ЛОЖЬ,C4715A,ЛОЖЬ,06-янв-06,01-июл-11,,,1:110;2:109;3:107;4:108,,,,,,
110,1,2,5,2,DesignJet 130,0,,ЛОЖЬ,C7791C,ЛОЖЬ,06-янв-06,09-авг-16,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,37,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C7791C,,D.05.04
111,1,2,5,2,DesignJet 130gp,0,,ЛОЖЬ,C7791E,ЛОЖЬ,06-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
112,1,4,5,2,DesignJet 30,0,,ЛОЖЬ,C7790D,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
113,1,4,5,2,DesignJet 30n,0,,ЛОЖЬ,C7790E,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
114,1,4,5,2,DesignJet 30gp,0,,ЛОЖЬ,C7790F,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
115,1,3,5,2,DesignJet 90,0,,ЛОЖЬ,Q6656A,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
116,1,3,5,2,DesignJet 90r,0,,ЛОЖЬ,Q6656B,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
117,1,3,5,2,DesignJet 90gp,0,,ЛОЖЬ,Q6656C,ЛОЖЬ,07-янв-06,01-июл-11,,,1:115;2:113;3:112;4:114;14:116;15:111;7:106;8:105;9:103;10:104;11:102;12:101,,,,,,
118,1,5,4,1,Color LaserJet 1600,0,,ЛОЖЬ,CB373A,ЛОЖЬ,22-апр-06,01-июл-11,,,1:100;2:99;3:98;4:97,,,,,,
119,1,5,4,1,Color LaserJet 2550n,0,,ЛОЖЬ,Q3704A,ЛОЖЬ,22-апр-06,22-апр-06,,,,,,,,,
120,1,5,4,1,Color LaserJet 2550Ln,0,,ЛОЖЬ,Q3703A,ЛОЖЬ,22-апр-06,22-апр-06,,,,,,,,,
121,1,5,4,5,Color LaserJet 2820,0,,ЛОЖЬ,Q3948A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:120;2:121;3:122;4:123;20:119,,23,1.3.6.1.4.1.11.2.4.3.1.10.0,Q3948A,,20070524
122,1,5,4,5,Color LaserJet 2840,0,,ЛОЖЬ,Q3950A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:120;2:121;3:122;4:123;20:119,,23,1.3.6.1.4.1.11.2.4.3.1.10.0,Q3950A,,20070524
123,1,5,4,1,Color LaserJet 3000,0,,ЛОЖЬ,Q7533A,ЛОЖЬ,22-апр-06,01-июл-11,,,1:127;2:128;3:129;4:130,,,,,,
124,1,5,4,1,Color LaserJet 3000n,0,,ЛОЖЬ,Q7534A,ЛОЖЬ,22-апр-06,01-июл-11,,,1:127;2:128;3:129;4:130,,,,,,
125,1,5,4,1,Color LaserJet 3000dn,0,,ЛОЖЬ,Q7535A,ЛОЖЬ,22-апр-06,01-июл-11,,,1:127;2:128;3:129;4:130,,,,,,
126,1,5,4,1,Color LaserJet 3000dtn,0,,ЛОЖЬ,Q7536A,ЛОЖЬ,22-апр-06,01-июл-11,,,1:127;2:128;3:129;4:130,,,,,,
127,1,5,4,1,Color LaserJet 3600,0,,ЛОЖЬ,Q5986A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:132;3:133;4:134,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5986A,,20061027
128,1,5,4,1,Color LaserJet 3600n,0,,ЛОЖЬ,Q5987A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:132;3:133;4:134,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5987A,,20061027
129,1,5,4,1,Color LaserJet 3600dn,0,,ЛОЖЬ,Q5988A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:132;3:133;4:134,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5988A,,20061027
130,1,5,4,1,Color LaserJet 3800,0,,ЛОЖЬ,Q5981A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:135;3:136;4:137,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5981A,,20080515
131,1,5,4,1,Color LaserJet 3800n,0,,ЛОЖЬ,Q5982A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:135;3:136;4:137,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5982A,,20080515
132,1,5,4,1,Color LaserJet 3800dn,0,,ЛОЖЬ,Q5983A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:135;3:136;4:137,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5983A,,20080515
133,1,5,4,1,Color LaserJet 3800dtn,0,,ЛОЖЬ,Q5984A,ЛОЖЬ,22-апр-06,09-авг-16,,,1:131;2:135;3:136;4:137,,25,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q5984A,,20080515
134,5,3,5,1,Stylus Pro 4400,0,,ЛОЖЬ,C11C593011BC,ЛОЖЬ,24-апр-06,05-июл-11,,,2:30;3:31;4:33;36:32;6:29,,,,,,
135,5,3,5,1,Stylus Pro 4800,0,,ЛОЖЬ,C11C593001,ЛОЖЬ,24-апр-06,06-июл-11,,,2:138;3:140;4:139;14:141;15:142;35:32;30:143;31:145;6:29,,,,,,
136,8,4,4,5,Aficio 1232C,0,,ЛОЖЬ,405363,ЛОЖЬ,24-апр-06,07-июл-11,,,1:62;2:61;3:59;4:60,,,,,,
137,1,5,1,1,LaserJet 1000W,0,,ЛОЖЬ,Q1342A,ЛОЖЬ,27-апр-06,19-сен-16,,,1:85,,0,,,,
138,1,5,1,1,LaserJet 1005W,0,,ЛОЖЬ,Q2676A,ЛОЖЬ,27-апр-06,19-сен-16,,,1:85,,0,,,,
139,1,5,1,5,LaserJet 1220,0,,ЛОЖЬ,C7045A,ЛОЖЬ,27-апр-06,09-авг-16,,,1:85,,29,1.3.6.1.2.1.25.3.2.1.3.1,HP LaserJet 1220,,
140,6,4,1,5,WorkCentre M118,0,,ЛОЖЬ,M118VDP,ЛОЖЬ,27-апр-06,23-сен-16,,,1:1506;16:1505;28:1653,,91,1.3.6.1.2.1.25.3.2.1.3.1,Xerox WorkCentre M118 *,,
141,6,4,1,5,WorkCentre M118i,0,,ЛОЖЬ,M118VDPI2,ЛОЖЬ,27-апр-06,23-сен-16,,,1:1506;16:1505;28:1653,,74,1.3.6.1.4.1.236.11.5.1.1.1.1.0,WorkCentre 4118 *,,
142,1,5,4,1,Color LaserJet 2550L,0,,ЛОЖЬ,Q3702A,ЛОЖЬ,27-апр-06,27-апр-06,,,,,,,,,
143,1,5,1,1,LaserJet 5P,0,,ЛОЖЬ,C3150A,ЛОЖЬ,28-май-06,10-июл-11,,,1:148,,,,,,
144,6,5,4,1,Phaser 6100DN,0,,ЛОЖЬ,6100V_DN,ИСТИНА,28-май-06,09-авг-16,,,1:210;2:207;3:209;4:208;20:972;29:1014;6:206,,79,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Xerox Phaser 6100DN*,,1.05
145,1,5,5,1,DeskJet 690C,0,,ЛОЖЬ,C5890C,ИСТИНА,29-май-06,01-июл-11,,,1:153;5:152,,,,,,
146,3,5,5,1,BJC-230,0,,ЛОЖЬ,,ИСТИНА,29-май-06,20-июн-11,,,1:154;5:1053,,,,,,
147,3,5,5,1,BJC-250,0,,ЛОЖЬ,,ИСТИНА,29-май-06,20-июн-11,,,21:154;22:1053,,,,,,
